#  time               r              phi             Phi             Pi            delta              A            Ricci
0.5694136685    1.2723450247    0.0000003995   -0.0000185574    0.0000169706   -4.4215302395    0.9913293616  -12.0000000000
0.5694136685    1.4137166941    0.0000000001   -0.0000000049    0.0000000044   -4.4215302395    0.9987365105  -12.0000000000
0.5890486225    0.1413716694    1.7780406459   -8.4690278082   -3.2232821744   -0.5517544506    0.6533415989   79.1998400824
0.5890486225    0.2827433388    0.4600537352   -9.0391422942   -7.1069425916   -3.8691900474    0.1317099025   -3.5750321087
0.5890486225    0.4241150082    0.1514994498   -0.6415441931   -0.0466247364   -4.4698448699    0.4386946233  -11.6098137266
0.5890486225    0.5654866776    0.0821492156   -0.3861941853    0.1329440009   -4.4844998421    0.6503246507  -11.8511027811
0.5890486225    0.7068583471    0.0375864002   -0.2477696834    0.1509663564   -4.4927919332    0.7844276181  -11.9593344092
0.5890486225    0.8482300165    0.0117970134   -0.1194727125    0.0908639837   -4.4963493524    0.8750661603  -11.9948376062
0.5890486225    0.9896016859    0.0019161641   -0.0308096396    0.0259632089   -4.4969709060    0.9354842048  -11.9998301425
0.5890486225    1.1309733553    0.0001043538   -0.0027084069    0.0024008829   -4.4969958888    0.9721913576  -11.9999994026
0.5890486225    1.2723450247    0.0000008853   -0.0000383088    0.0000347643   -4.4969959895    0.9913293757  -12.0000000000
0.5890486225    1.4137166941    0.0000000002   -0.0000000187    0.0000000169   -4.4969959895    0.9987365125  -12.0000000000
0.6086835766    0.1413716694    1.7772642020   -8.4714290127   -3.2663250302   -0.5548780530    0.6521436755   78.7396732362
0.6086835766    0.2827433388    0.4502128364   -9.2059916740   -7.3765650848   -3.9608333018    0.1255367804   -4.1653774698
0.6086835766    0.4241150082    0.1509873298   -0.6229341123   -0.0752133918   -4.5475326768    0.4385892789  -11.6301892195
0.6086835766    0.5654866776    0.0837081963   -0.3759596959    0.1140046897   -4.5612110140    0.6506751200  -11.8529002804
0.6086835766    0.7068583471    0.0398532860   -0.2481376413    0.1441510053   -4.5690305366    0.7848637845  -11.9566215625
0.6086835766    0.8482300165    0.0133912660   -0.1273459142    0.0945050689   -4.5726757425    0.8752373290  -11.9937051374
0.6086835766    0.9896016859    0.0024346829   -0.0366977364    0.0304802909   -4.5734147414    0.9354993645  -11.9997407336
0.6086835766    1.1309733553    0.0001593374   -0.0038712107    0.0033975759   -4.5734522357    0.9721915420  -11.9999986849
0.6086835766    1.2723450247    0.0000018478   -0.0000745688    0.0000671079   -4.5734524541    0.9913293909  -11.9999999998
0.6086835766    1.4137166941    0.0000000009   -0.0000000642    0.0000000575   -4.5734524541    0.9987365147  -12.0000000000
0.6283185307    0.1413716694    1.7765351232   -8.4737138882   -3.3063054807   -0.5578111447    0.6510205165   78.3088499384
0.6283185307    0.2827433388    0.4403370796   -9.3712387190   -7.6418118238   -4.0545349300    0.1195300177   -4.7380757596
0.6283185307    0.4241150082    0.1502391719   -0.6047825006   -0.1026973889   -4.6260997840    0.4384394762  -11.6509795054
0.6283185307    0.5654866776    0.0850287275   -0.3652767158    0.0950268499   -4.6388951182    0.6509641595  -11.8556237443
0.6283185307    0.7068583471    0.0420071568   -0.2472729850    0.1361671458   -4.6462240409    0.7852780587  -11.9542533583
0.6283185307    0.8482300165    0.0150388770   -0.1343656506    0.0970463835   -4.6499080776    0.8754249236  -11.9924826019
0.6283185307    0.9896016859    0.0030373380   -0.0429308005    0.0350948235   -4.6507664473    0.9355201122  -11.9996182768
0.6283185307    1.1309733553    0.0002358592   -0.0053673963    0.0046598262   -4.6508206499    0.9721918595  -11.9999972766
0.6283185307    1.2723450247    0.0000036498   -0.0001375234    0.0001226518   -4.6508210949    0.9913294072  -11.9999999993
0.6283185307    1.4137166941    0.0000000030   -0.0000001989    0.0000001762   -4.6508210950    0.9987365171  -12.0000000000
0.6479534848    0.1413716694    1.7758518926   -8.4758816557   -3.3434019830   -0.5605598297    0.6499694662   77.9062338575
0.6479534848    0.2827433388    0.4304443410   -9.5323281521   -7.9001617714   -4.1502269253    0.1137054999   -5.2920434229
0.6479534848    0.4241150082    0.1492640345   -0.5871077880   -0.1290595979   -4.7054636353    0.4382497396  -11.6720456764
0.6479534848    0.5654866776    0.0861106694   -0.3542509582    0.0761290067   -4.7174681704    0.6511943470  -11.8592049679
0.6479534848    0.7068583471    0.0440310980   -0.2452790832    0.1271576936   -4.7243003866    0.7856653491  -11.9522745357
0.6479534848    0.8482300165    0.0167204420   -0.1404424188    0.0984317441   -4.7279756566    0.8756259995  -11.9911958891
0.6479534848    0.9896016859    0.0037246851   -0.0493839902    0.0396703022   -4.7289508988    0.9355475133  -11.9994566239
0.6479534848    1.1309733553    0.0003391922   -0.0072340296    0.0062064805   -4.7290265375    0.9721924041  -11.9999946716
0.6479534848    1.2723450247    0.0000068525   -0.0002413401    0.0002131461   -4.7290273930    0.9913294250  -11.9999999976
0.6479534848    1.4137166941    0.0000000091   -0.0000005608    0.0000004912   -4.7290273934    0.9987365196  -12.0000000000
0.6675884389    0.1413716694    1.7752128069   -8.4779326937   -3.3777887148   -0.5631309600    0.6489876173   77.5306050543
0.6675884389    0.2827433388    0.4205533688   -9.6861895958   -8.1485693207   -4.2478218059    0.1080787251   -5.8262239428
0.6675884389    0.4241150082    0.1480711939   -0.5699243888   -0.1542912212   -4.7855468607    0.4380243676  -11.6932576254
0.6675884389    0.5654866776    0.0869553197   -0.3429778049    0.0574162928   -4.7968500154    0.6513687950  -11.8635692533
0.6675884389    0.7068583471    0.0459103769   -0.2422642101    0.1172670486   -4.8031899597    0.7860215370  -11.9507189287
0.6675884389    0.8482300165    0.0184158728   -0.1455168974    0.0986378923   -4.8068120150    0.8758370054  -11.9898752406
0.6675884389    0.9896016859    0.0044946988   -0.0559203804    0.0440635594   -4.8078971139    0.9355825000  -11.9992505522
0.6675884389    1.1309733553    0.0004748413   -0.0094958553    0.0080423727   -4.8079992080    0.9721933154  -11.9999901125
0.6675884389    1.2723450247    0.0000122773   -0.0004045778    0.0003535381   -4.8080007667    0.9913294446  -11.9999999928
0.6675884389    1.4137166941    0.0000000252   -0.0000014507    0.0000012552   -4.8080007679    0.9987365224  -12.0000000000
0.6872233930    0.1413716694    1.7746160250   -8.4798683785   -3.4096346589   -0.5655319404    0.6480718843   77.1806878916
0.6872233930    0.2827433388    0.4106841020   -9.8291976853   -8.3834224537   -4.3472070263    0.1026648024   -6.3395763794
0.6872233930    0.4241150082    0.1466700715   -0.5532422490   -0.1783900103   -4.8662771236    0.4377674173  -11.7144953533
0.6872233930    0.5654866776    0.0875652562   -0.3315426903    0.0389811235   -4.8769644446    0.6514910193  -11.8686374966
0.6872233930    0.7068583471    0.0476324433   -0.2383383399    0.1066377772   -4.8828255804    0.7863435014  -11.9496093891
0.6872233930    0.8482300165    0.0201049401   -0.1495583084    0.0976718199   -4.8863545719    0.8760539757  -11.9885537167
0.6872233930    0.9896016859    0.0053427194   -0.0623981776    0.0481323603   -4.8875382350    0.9356257674  -11.9989964321
0.6872233930    1.1309733553    0.0006482456   -0.0121616595    0.0101554028   -4.8876717687    0.9721947881  -11.9999825366
0.6872233930    1.2723450247    0.0000210655   -0.0006501538    0.0005616086   -4.8876744683    0.9913294670  -11.9999999798
0.6872233930    1.4137166941    0.0000000644   -0.0000034708    0.0000029631   -4.8876744717    0.9987365253  -12.0000000000
0.7068583471    0.1413716694    1.7740596104   -8.4816909291   -3.4391028778   -0.5677705570    0.6472190675   76.8551749019
0.7068583471    0.2827433388    0.4008579940   -9.9571562437   -8.6005250976   -4.4482392078    0.0974783862   -6.8310699290
0.7068583471    0.4241150082    0.1450701736   -0.5370669640   -0.2013591298   -4.9475869407    0.4374826956  -11.7356493759
0.7068583471    0.5654866776    0.0879441885   -0.3200215757    0.0209039503   -4.9577392638    0.6515648194  -11.8743280620
0.7068583471    0.7068583471    0.0491868859   -0.2336105607    0.0954080068   -4.9631425243    0.7866291000  -11.9489581266
0.7068583471    0.8482300165    0.0217677608   -0.1525616860    0.0955670751   -4.9665442679    0.8762727376  -11.9872655683
0.7068583471    0.9896016859    0.0062615383   -0.0686778539    0.0517426287   -4.9678114726    0.9356776801  -11.9986928268
0.7068583471    1.1309733553    0.0008644368   -0.0152216793    0.0125148284   -4.9679810070    0.9721970768  -11.9999705461
0.7068583471    1.2723450247    0.0000347251   -0.0010047263    0.0008570406   -4.9679854666    0.9913294944  -11.9999999480
0.7068583471    1.4137166941    0.0000001533   -0.0000077316    0.0000065050   -4.9679854752    0.9987365283  -12.0000000000
0.7264933011    0.1413716694    1.7735415688   -8.4834032605   -3.4663499608   -0.5698548296    0.6464259078   76.5527469145
0.7264933011    0.2827433388    0.3910983183  -10.0653212720   -8.7951186043   -4.5507386346    0.0925335316   -7.2996861638
0.7264933011    0.4241150082    0.1432810378   -0.5214001399   -0.2232063514   -5.0294134812    0.4371737561  -11.7566206897
0.7264933011    0.5654866776    0.0880968156   -0.3084814832    0.0032540628   -5.0391063158    0.6515941727  -11.8805584298
0.7264933011    0.7068583471    0.0505653544   -0.2281870531    0.0837094592   -5.0440785662    0.7868771167  -11.9487673773
0.7264933011    0.8482300165    0.0233852162   -0.1545444537    0.0923794841   -5.0473252202    0.8764891136  -11.9860446510
0.7264933011    0.9896016859    0.0072416066   -0.0746286104    0.0547747212   -5.0486580062    0.9357382030  -11.9983409435
0.7264933011    1.1309733553    0.0011276781   -0.0186463875    0.0150710417   -5.0488672696    0.9722004928  -11.9999524194
0.7264933011    1.2723450247    0.0000551544   -0.0014974194    0.0012598957   -5.0488743160    0.9913295311  -11.9999998756
0.7264933011    1.4137166941    0.0000003413   -0.0000161332    0.0000133591   -5.0488743361    0.9987365316  -12.0000000000
0.7461282552    0.1413716694    1.7730598786   -8.4850088476   -3.4915256244   -0.5717928852    0.6456891326   76.2720897714
0.7461282552    0.2827433388    0.3814304191  -10.1484805879   -8.9619604165   -4.6544846639    0.0878434561   -7.7444304409
0.7461282552    0.4241150082    0.1413121860   -0.5062398326   -0.2439434058   -5.1116983540    0.4368439005  -11.7773205162
0.7461282552    0.5654866776    0.0880286932   -0.2969810645   -0.0139095900   -5.1210014640    0.6515831421  -11.8872466142
0.7461282552    0.7068583471    0.0517614556   -0.2221695625    0.0716660342   -5.1255740352    0.7870871843  -11.9490303125
0.7461282552    0.8482300165    0.0249392957   -0.1555426673    0.0881826613   -5.1286444101    0.8766991055  -11.9849229888
0.7461282552    0.9896016859    0.0082713479   -0.0801337154    0.0571283334   -5.1300228375    0.9358068644  -11.9979448757
0.7461282552    1.1309733553    0.0014411145   -0.0223868234    0.0177569292   -5.1302743411    0.9722053926  -11.9999261769
0.7461282552    1.2723450247    0.0000846299   -0.0021579156    0.0017885693   -5.1302850186    0.9913295849  -11.9999997215
0.7461282552    1.4137166941    0.0000007141   -0.0000317065    0.0000258012   -5.1302850624    0.9987365350  -12.0000000000
0.7657632093    0.1413716694    1.7726125185   -8.4865116008   -3.5147724492   -0.5735928517    0.6450054938   76.0119079791
0.7657632093    0.2827433388    0.3718818634  -10.2011095111   -9.0954795889   -4.7592129004    0.0834202020   -8.1643534814
0.7657632093    0.4241150082    0.1391730822   -0.4915809902   -0.2635854201   -5.1943873870    0.4364961821  -11.7976699218
0.7657632093    0.5654866776    0.0877461095   -0.2855711878   -0.0305375748   -5.2033645417    0.6515357971  -11.8943123583
0.7657632093    0.7068583471    0.0527706317   -0.2156542941    0.0593928602   -5.2075718736    0.7872596897  -11.9497321090
0.7657632093    0.8482300165    0.0264133639   -0.1556072102    0.0830636052   -5.2104514168    0.8768990492  -11.9839295631
0.7657632093    0.9896016859    0.0093375461   -0.0850944360    0.0587258057   -5.2118546022    0.9358827568  -11.9975116053
0.7657632093    1.1309733553    0.0018064635   -0.0263764637    0.0204907257   -5.2121493262    0.9722121541  -11.9998897101
0.7657632093    1.2723450247    0.0001257508   -0.0030140431    0.0024573969   -5.2121648808    0.9913296693  -11.9999994147
0.7657632093    1.4137166941    0.0000014116   -0.0000589748    0.0000470836   -5.2121649705    0.9987365387  -11.9999999999
0.7853981634    0.1413716694    1.7721974885   -8.4879157553   -3.5362257334   -0.5752627702    0.6443717989   75.7709356423
0.7853981634    0.2827433388    0.3624824370  -10.2176204808   -9.1900273526   -4.8646151338    0.0792741977   -8.5585832306
0.7853981634    0.4241150082    0.1368730961   -0.4774158723   -0.2821504097   -5.2774304034    0.4361334141  -11.8175993591
0.7853981634    0.5654866776    0.0872559698   -0.2742955287   -0.0465891618   -5.2861392738    0.6514561482  -11.9016781127
0.7853981634    0.7068583471    0.0535900266   -0.2087311604    0.0469957270   -5.2900176918    0.7873956699  -11.9508511093
0.7853981634    0.8482300165    0.0277923551   -0.1548001574    0.0771185919   -5.2926982012    0.8770857343  -11.9830893707
0.7853981634    0.9896016859    0.0104257790   -0.0894324642    0.0595137889   -5.2941053443    0.9359645750  -11.9970507675
0.7853981634    1.1309733553    0.0022237722   -0.0305344469    0.0231801077   -5.2944425360    0.9722211442  -11.9998409679
0.7853981634    1.2723450247    0.0001813361   -0.0040890803    0.0032741679   -5.2944643682    0.9913298058  -11.9999988399
0.7853981634    1.4137166941    0.0000026481   -0.0001042740    0.0000815240   -5.2944645412    0.9987365426  -11.9999999998
0.8050331175    0.1413716694    1.7718128279   -8.4892257721   -3.5560134467   -0.5768105234    0.6437849360   75.5479450147
0.8050331175    0.2827433388    0.3532639225  -10.1927181056   -9.2402345087   -4.9703430723    0.0754137357   -8.9263658429
0.8050331175    0.4241150082    0.1344214695   -0.4637344397   -0.2996588153   -5.3607809994    0.4357581778  -11.8370481541
0.8050331175    0.5654866776    0.0865656896   -0.2631911555   -0.0620315342   -5.3692731756    0.6513480933  -11.9092698163
0.8050331175    0.7068583471    0.0542183447   -0.2014833180    0.0345708286   -5.3728598151    0.7874967040  -11.9523600133
0.8050331175    0.8482300165    0.0290629016   -0.1531914496    0.0704495005   -5.3753389422    0.8772564879  -11.9824227660
0.8050331175    0.9896016859    0.0115208677   -0.0930908979    0.0594633885   -5.3767302694    0.9360506842  -11.9965742071
0.8050331175    1.1309733553    0.0026912622   -0.0347698257    0.0257271307   -5.3771073770    0.9722326797  -11.9997781868
0.8050331175    1.2723450247    0.0002542738   -0.0053990670    0.0042378486   -5.3771369623    0.9913300266  -11.9999978231
0.8050331175    1.4137166941    0.0000047323   -0.0001759503    0.0001344308   -5.3771372778    0.9987365467  -11.9999999993
0.8246680716    0.1413716694    1.7714566300   -8.4904462532   -3.5742562689   -0.5782437793    0.6432418927   75.3417529846
0.8246680716    0.2827433388    0.3442595943  -10.1218582943   -9.2414745078   -5.0760167213    0.0718443979   -9.2671131454
0.8246680716    0.4241150082    0.1318272894   -0.4505247127   -0.3161330799   -5.4443963263    0.4353728336  -11.8559639583
0.8246680716    0.5654866776    0.0856830969   -0.2522890997   -0.0768390280   -5.4527174336    0.6512153756  -11.9170174934
0.8246680716    0.7068583471    0.0546557083   -0.1939869367    0.0222047505   -5.4560493190    0.7875648060  -11.9542270549
0.8246680716    0.8482300165    0.0302134036   -0.1508559612    0.0631606430   -5.4583299198    0.8774092208  -11.9819450791
0.8246680716    0.9896016859    0.0126073169   -0.0960339565    0.0585690229   -5.4596874876    0.9361392125  -11.9960953793
0.8246680716    1.1309733553    0.0032052725   -0.0389864194    0.0280335446   -5.4601002393    0.9722469864  -11.9997001385
0.8246680716    1.2723450247    0.0003473309   -0.0069504322    0.0053368193   -5.4601390205    0.9913303762  -11.9999961187
0.8246680716    1.4137166941    0.0000080849   -0.0002843495    0.0002118060   -5.4601395663    0.9987365511  -11.9999999980
0.8443030257    0.1413716694    1.7711270519   -8.4915818677   -3.5910676985   -0.5795699471    0.6427397711   75.1512257916
0.8443030257    0.2827433388    0.3355033797  -10.0017902681   -9.1904110718   -5.1812378077    0.0685684785   -9.5804525001
0.8443030257    0.4241150082    0.1290994628   -0.4377731001   -0.3315972660   -5.5282368805    0.4349795328  -11.8743021810
0.8443030257    0.5654866776    0.0846163432   -0.2416149084   -0.0909924063   -5.5364267748    0.6510615512  -11.9248556881
0.8443030257    0.7068583471    0.0549035138   -0.1863111520    0.0099746463   -5.5395400497    0.7876023223  -11.9564171243
0.8443030257    0.8482300165    0.0312340498   -0.1478709953    0.0553561172   -5.5416294407    0.8775424428  -11.9816664854
0.8443030257    0.9896016859    0.0136697246   -0.0982456867    0.0568462986   -5.5429377620    0.9362281553  -11.9956286582
0.8443030257    1.1309733553    0.0037603041   -0.0430878057    0.0300059997   -5.5433803828    0.9722641611  -11.9996063615
0.8443030257    1.2723450247    0.0004629364   -0.0087382311    0.0065478898   -5.5434296429    0.9913309124  -11.9999934033
0.8443030257    1.4137166941    0.0000132467   -0.0004415286    0.0003197876   -5.5434305419    0.9987365561  -11.9999999948
0.8639379797    0.1413716694    1.7708223236   -8.4926372905   -3.6065542178   -0.5807961447    0.6422757975   74.9752822442
0.8639379797    0.2827433388    0.3270286603   -9.8311348983   -9.0855836281   -5.2856078977    0.0655844712   -9.8662740228
0.8639379797    0.4241150082    0.1262466973   -0.4254646976   -0.3460767083   -5.6122663028    0.4345802297  -11.8920254123
0.8639379797    0.5654866776    0.0833738222   -0.2311891727   -0.1044781726   -5.6203593273    0.6508899659  -11.9327237539
0.8639379797    0.7068583471    0.0549642924   -0.1785181612   -0.0020514429   -5.6232886322    0.7876118373  -11.9588928122
0.8639379797    0.8482300165    0.0321167969   -0.1443142072    0.0471376688   -5.6251977995    0.8776552498  -11.9815920914
0.8639379797    0.9896016859    0.0146931458   -0.0997279420    0.0543292194   -5.6264442751    0.9363154826  -11.9951886152
0.8639379797    1.1309733553    0.0043491591   -0.0469820141    0.0315607091   -5.6269098165    0.9722841445  -11.9994973476
0.8639379797    1.2723450247    0.0006029537   -0.0107452167    0.0078362680   -5.6269705476    0.9913317047  -11.9999892801
0.8639379797    1.4137166941    0.0000208739   -0.0006606484    0.0004638412   -5.6269719609    0.9987365619  -11.9999999874
0.8835729338    0.1413716694    1.7705407534   -8.4936171506   -3.6208155024   -0.5819291754    0.6418473302   74.8128956796
0.8835729338    0.2827433388    0.3188667319   -9.6109262904   -8.9279570181   -5.3887498972    0.0628866975  -10.1247699425
0.8835729338    0.4241150082    0.1232774843   -0.4135835597   -0.3595977020   -5.6964511902    0.4341766947  -11.9091028490
0.8835729338    0.5654866776    0.0819640972   -0.2210280303   -0.1172879249   -5.7044764778    0.6507037402  -11.9405660196
0.8835729338    0.7068583471    0.0548415744   -0.1706634264   -0.0138141643   -5.7072544631    0.7875960870  -11.9616153561
0.8835729338    0.8482300165    0.0328553171   -0.1402619319    0.0386030249   -5.7089972662    0.8777472889  -11.9817221961
0.8835729338    0.9896016859    0.0156634024   -0.1004979106    0.0510670316   -5.7101724236    0.9363992398  -11.9947893270
0.8835729338    1.1309733553    0.0049631610   -0.0505855604    0.0326272263   -5.7106531716    0.9723067053  -11.9993746527
0.8835729338    1.2723450247    0.0007684624   -0.0129418779    0.0091565536   -5.7107259559    0.9913328307  -11.9999832986
0.8835729338    1.4137166941    0.0000317153   -0.0009550547    0.0006477573   -5.7107280826    0.9987365694  -11.9999999719
0.9032078879    0.1413716694    1.7702807314   -8.4945259897   -3.6339446657   -0.5829755130    0.6414518627   74.6630948859
0.9032078879    0.2827433388    0.3110450030   -9.3450229782   -8.7213411067   -5.4903306489    0.0604651479  -10.3564616453
0.9032078879    0.4241150082    0.1202000851   -0.4021129436   -0.3721872247   -5.7807609203    0.4337705268  -11.9255097314
0.9032078879    0.5654866776    0.0803958352   -0.2111436393   -0.1294177518   -5.7887427278    0.6505057603  -11.9483318485
0.9032078879    0.7068583471    0.0545397604   -0.1627959592   -0.0252623572   -5.7913996922    0.7875578840  -11.9645454778
0.9032078879    0.8482300165    0.0334449201   -0.1357878786    0.0298446487   -5.7929920950    0.8778187076  -11.9820526877
0.9032078879    0.9896016859    0.0165673330   -0.1005854344    0.0471209601   -5.7940896471    0.9364776357  -11.9944437579
0.9032078879    1.1309733553    0.0055924372   -0.0538265736    0.0331511266   -5.7945775695    0.9723314418  -11.9992409176
0.9032078879    1.2723450247    0.0009595700   -0.0152874622    0.0104547029   -5.7946624884    0.9913343689  -11.9999749912
0.9032078879    1.4137166941    0.0000465688   -0.0013371039    0.0008725643   -5.7946655589    0.9987365795  -11.9999999411
0.9228428420    0.1413716694    1.7700407320   -8.4953682286   -3.6460285289   -0.5839412936    0.6410870261   74.5249641745
0.9228428420    0.2827433388    0.3035850745   -9.0402890830   -8.4725797076   -5.5900816439    0.0583055946  -10.5622114197
0.9228428420    0.4241150082    0.1170225214   -0.3910355282   -0.3838726888   -5.8651674906    0.4333631666  -11.9412267968
0.9228428420    0.5654866776    0.0786777495   -0.2015446235   -0.1408676714   -5.8731255534    0.6502986748  -11.9559756102
0.9228428420    0.7068583471    0.0540639997   -0.1549586602   -0.0363525075   -5.8756891923    0.7875000522  -11.9676441090
0.9228428420    0.8482300165    0.0338824574   -0.1309621501    0.0209488594   -5.8771485457    0.8778700915  -11.9825755342
0.9228428420    0.9896016859    0.0173929840   -0.1000303135    0.0425610373   -5.8781652951    0.9365491118  -11.9941632480
0.9228428420    1.1309733553    0.0062262408   -0.0566468911    0.0330955165   -5.8786524868    0.9723577979  -11.9990997935
0.9228428420    1.2723450247    0.0011752685   -0.0177318859    0.0116708005   -5.8787490714    0.9913363895  -11.9999639256
0.9228428420    1.4137166941    0.0000662168   -0.0018168336    0.0011355065   -5.8787533345    0.9987365941  -11.9999998841
0.9424777961    0.1413716694    1.7698193143   -8.4961481414   -3.6571479081   -0.5848323127    0.6407505882   74.3976427697
0.9424777961    0.2827433388    0.2965009098   -8.7064615990   -8.1914239885   -5.6878147409    0.0563900001  -10.7432176171
0.9424777961    0.4241150082    0.1137525671   -0.3803336089   -0.3946817237   -5.9496453727    0.4329559083  -11.9562397560
0.9424777961    0.5654866776    0.0768185479   -0.1922364873   -0.1516411124   -5.9575952697    0.6500848964  -11.9634565800
0.9424777961    0.7068583471    0.0534200761   -0.1471886983   -0.0470481775   -5.9600905208    0.7874253723  -11.9708730042
0.9424777961    0.8482300165    0.0341662128   -0.1258505393    0.0119952619   -5.9614349139    0.8779023963  -11.9832793333
0.9424777961    0.9896016859    0.0181297448   -0.0988797393    0.0374631646   -5.9623705314    0.9366123927  -11.9939571259
0.9424777961    1.1309733553    0.0068532908   -0.0590031179    0.0324414159   -5.9628496230    0.9723850933  -11.9989557802
0.9424777961    1.2723450247    0.0014133525   -0.0202183384    0.0127423840   -5.9629568542    0.9913389443  -11.9999497692
0.9424777961    1.4137166941    0.0000913438   -0.0024006082    0.0014292554   -5.9629625583    0.9987366156  -11.9999997848
0.9621127502    0.1413716694    1.7696151214   -8.4968698367   -3.6673779131   -0.5856540273    0.6404404520   74.2803236602
0.9621127502    0.2827433388    0.2897973382   -8.3556600667   -7.8900457660   -5.7834303999    0.0546972078  -10.9009933080
0.9621127502    0.4241150082    0.1103977434   -0.3699892700   -0.4046419853   -6.0341713811    0.4325499117  -11.9705387957
0.9621127502    0.5654866776    0.0748268883   -0.1832220003   -0.1617444373   -6.0421249023    0.6498666070  -11.9707387815
0.9621127502    0.7068583471    0.0526143024   -0.1395179112   -0.0573194219   -6.0445738740    0.7873365379  -11.9741952450
0.9621127502    0.8482300165    0.0342957866   -0.1205140610    0.0030564331   -6.0458215646    0.8779168777  -11.9841498892
0.9621127502    0.9896016859    0.0187684319   -0.0971859532    0.0319064990   -6.0466782733    0.9366665156  -11.9938324502
0.9621127502    1.1309733553    0.0074621100   -0.0608667412    0.0311871559   -6.0471427754    0.9724125634  -11.9988139941
0.9621127502    1.2723450247    0.0016704037   -0.0226863154    0.0136080137   -6.0472591343    0.9913420553  -11.9999323569
0.9621127502    1.4137166941    0.0001224420   -0.0030898829    0.0017415195   -6.0472665042    0.9987366472  -11.9999996216
0.9817477042    0.1413716694    1.7694268795   -8.4975372430   -3.6767882512   -0.5864115611    0.6401546524   74.1722520333
0.9817477042    0.2827433388    0.2834691347   -8.0015544708   -7.5822059988   -5.8769172273    0.0532038528  -11.0373292612
0.9817477042    0.4241150082    0.1069653156   -0.3599845348   -0.4137809905   -6.1187245581    0.4321462140  -11.9841181110
0.9817477042    0.5654866776    0.0727113396   -0.1745015524   -0.1711865052   -6.1266900678    0.6496457657  -11.9777907859
0.9817477042    0.7068583471    0.0516534234   -0.1319732180   -0.0671422080   -6.1291120358    0.7872361201  -11.9775756426
0.9817477042    0.8482300165    0.0342719744   -0.1150086767   -0.0058021836   -6.1302809653    0.8779150215  -11.9851707917
0.9817477042    0.9896016859    0.0193013283   -0.0950041844    0.0259712083   -6.1310631630    0.9367108408  -11.9937938765
0.9817477042    1.1309733553    0.0080413432   -0.0622234584    0.0293469948   -6.1315077272    0.9724394053  -11.9986798910
0.9817477042    1.2723450247    0.0019418456   -0.0250747850    0.0142107663   -6.1316312915    0.9913457063  -11.9999117538
0.9817477042    1.4137166941    0.0001597144   -0.0038802173    0.0020551842   -6.1316405033    0.9987366926  -11.9999993685
1.0013826583    0.1413716694    1.7692533956   -8.4981541003   -3.6854435323   -0.5871097134    0.6398913522   74.0727233977
1.0013826583    0.2827433388    0.2775008695   -7.6582739702   -7.2821610067   -5.9683432639    0.0518853991  -11.1542423495
1.0013826583    0.4241150082    0.1034622927   -0.3503014969   -0.4221259756   -6.2032860715    0.4317457399  -11.9969754670
1.0013826583    0.5654866776    0.0704803487   -0.1660734799   -0.1799782749   -6.2112688625    0.6494241187  -11.9845854783
1.0013826583    0.7068583471    0.0505445272   -0.1245770320   -0.0764978460   -6.2136803242    0.7871265418  -11.9809810470
1.0013826583    0.8482300165    0.0340966459   -0.1093851772   -0.0145222179   -6.2147877167    0.8778984791  -11.9863239765
1.0013826583    0.9896016859    0.0197221857   -0.0923908906    0.0197366073   -6.2155015632    0.9367450466  -11.9938436362
1.0013826583    1.1309733553    0.0085800439   -0.0630719115    0.0269491792   -6.2159221525    0.9724648241  -11.9985589686
1.0013826583    1.2723450247    0.0022220623   -0.0273251969    0.0145013626   -6.2160507272    0.9913498367  -11.9998883021
1.0013826583    1.4137166941    0.0002029862   -0.0047606445    0.0023490591   -6.2160618863    0.9987367557  -11.9999989971
1.0210176124    0.1413716694    1.7690935548   -8.4987239551   -3.6934035714   -0.5877529689    0.6396488372   73.9810814802
1.0210176124    0.2827433388    0.2718676233   -7.3391963229   -7.0034466576   -6.0578409543    0.0507171864  -11.2539108185
1.0210176124    0.4241150082    0.0998954277   -0.3409224329   -0.4297037757   -6.2878391274    0.4313493125  -12.0091117929
1.0210176124    0.5654866776    0.0681422124   -0.1579343623   -0.1881324450   -6.2958417612    0.6492032114  -11.9910998026
1.0210176124    0.7068583471    0.0492949645   -0.1173476677   -0.0853724385   -6.2982565338    0.7870100582  -11.9843805722
1.0210176124    0.8482300165    0.0337726249   -0.1036891893   -0.0230521830   -6.2993185775    0.8778690065  -11.9875902509
1.0210176124    0.9896016859    0.0200261955   -0.0894023001    0.0132796640   -6.2999715731    0.9367691098  -11.9939816128
1.0210176124    1.1309733553    0.0090679200   -0.0634220221    0.0240336746   -6.3003655406    0.9724880765  -11.9984564747
1.0210176124    1.2723450247    0.0025045736   -0.0293840879    0.0144407038   -6.3004968098    0.9913543398  -11.9998626442
1.0210176124    1.4137166941    0.0002516373   -0.0057134679    0.0025992325   -6.3005099339    0.9987368397  -11.9999984813
1.0406525665    0.1413716694    1.7689463172   -8.4992501581   -3.7007236852   -0.5883455108    0.6394255110   73.8967159715
1.0406525665    0.2827433388    0.2665365397   -7.0557897562   -6.7577130215   -6.1455886653    0.0496753780  -11.3385987503
1.0406525665    0.4241150082    0.0962712198   -0.3318298980   -0.4365407239   -6.3723688932    0.4309576620  -12.0205308078
